PhraseId	SentenceId	Phrase	Sentiment
180	2	software developers get paid much also work computers	0
181	2	come leaving work late today	0
182	2	follow strict office timing	0
183	2	playing ping pong work	0
184	2	always coffee desk	0
185	2	code sucks	0
186	2	know already tell us lines go fix	0
187	2	possible add feature	0
188	2	answer always yes technically possible add feature practical question would possible integrate feature without hurting performance keeping app stable reasonable amount time	0
189	2	working	0
190	2	similar try clear possible	0
191	2	also learn programming	0
192	2	answer always yes long computer internet connection practical question would howwhere start learning	0
193	2	writing code	0
194	2	writing code mean working probably trying figure best way implement functionality fact sometimes work delete code	0
195	2	understand programmers actually nice interesting cool okay let honest understand programmers become one	0
196	2	cheers	0
197	2	mark zuckerberg came nigeria lot people would nt shut around	0
198	2	cousin wife together living room forgotten found talking facebook founder ceo	0
199	2	conversation went follows	0
200	2	cousin know facebook guy country right	0
201	2	yup	0
202	2	silent figured silence meant tell little without paying much attention saying started talking	0
203	2	yup early founded company yes drop harvard focus blah	0
204	2	thought end conversation continued minding business heard voice	0
205	2	cousin programmer right	0
206	2	sure going sure gon na like	0
207	2	yes	0
208	2	cousin	0
209	2	knew taking getting really irritated	0
210	2	yes	0
211	2	cousin built something like facebook yet	0
212	2	cousin lot older lot respect man looping responses head none respectful	0
213	2	decided smile shut	0
214	2	never ask programmer built something like google facebook twitter quora yet	0
215	2	programmer programmer	0
216	2	need ask another programmer help make sure debugged st stack trace watches breakpoints pen paperwhiteboard least used primitive form debugging looking programming students hard put occasional print line see value isshould gets worse people expect help logic error explaining problem want problem explained want see code see problem happen know meant happen nothing worse people asking help discussion board instant message sharing code least code block involved	0
217	2	cc difficulthard hear lot especially university graduates java dominant programming language used teach students university university technology sydney bad one compulsory subject programming major c must done completing two java subjects firm believer programmer somewhat competent cc even choose use another one main hearing programmer complain cc understand pointer use ugh sure complex languages reason ignore completely belittle anyone likes yes happen insert language much better	0
218	2	nonprogrammer programmer	0
219	2	typical hardware question seriously suck hardware needed help making sure pc components compatible build currently shopping monitor idea look good actually want	0
220	2	internet working	0
221	2	hack something	0
222	2	make game programming making games programmers want make games	0
223	2	get sun much sun exposure cause skin cancer rather programming	0
224	2	sit computer day hear lot especially family hear opposite stop pacing sometimes movements walking around spot helps think walking whiteboard etc sit computer day fairly explanatory	0
225	3	best strategy improve skills competitive programming c months	0
226	3	post taken blog post learn code competitive programming written mv kaushik interning hackerearth	0
227	3	steps get started good	0
228	3	get comfortable writing code either one languages c c java c c java standard languages allowed programming competition	0
229	3	already good c suggested learn c popular language among competitive programmers speed excellent library form stl standard template library	0
230	3	pick online judge recommended ones topcoder codeforces sites high quality problems also allow see code post contest completion also categorize problems based topic popular judges include spoj codechef powered spoj andhackerearth	0
231	3	begin start simple problems typically require transformingenglish code require knowledge algorithms solving div division points topcoder div problem codeforces good start	0
232	3	early stages programming one tends write long pieces code actually required try keep codes short simple	0
233	3	practice problems become comfortable submit odd points day	0
234	3	start implementing basic standard algorithms suggested read topcoder tutorials introduction algorithms	0
235	3	graph algorithms breadth first search bfs depth first search dfs strongly connected components scc dijkstra floydwarshall minimum spanning tree mst topological sort	0
236	3	dynamic programming standard dynamic programming problems rod cutting knapsack matrix chain multiplication etc	0
237	3	number theory modular arithmetic fermat theorem chinese remainder theorem crt euclidian method gcd logarithmic	0
238	3	exponentiation sieve eratosthenes euler totient function	0
239	3	greedy standard problems activity selection	0
240	3	search techniques binary search ternary search meet middle	0
241	3	data structures basic stacks queues trees heaps	0
242	3	data structures advanced trie segment trees fenwick tree binary indexed tree bit disjoint data structures	0
243	3	strings knuth morris pratt kmp z algorithm suffix arrayssuffix trees bit advanced algorithms	0
244	3	computational geometry grahamscan convex hull line sweep	0
245	3	game theory basic principles nim game grundy numbers spraguegrundy theorem	0
246	3	list complete ones encounter frequently contests algorithms required rarely contests	0
247	3	find description implementation standard algorithms	0
248	3	sufficient knowledge popular algorithms start solving medium level problems div problems topcoder codeforces advisable go div point	0
249	3	learning code practicing participate regularly programming contests solve ones solve contest contest apart topcoder codeforces also look hackerearth challengesor codechef contests	0
250	3	read codes high rated programmers compare solution observe simple shorter solution analyse approached improve implementation skills	0
251	3	read editorials contest learn solve problems able solve contest learn alternative ways solve problems could solve	0
252	3	always practice problems could solve contest suppose able solve div contest div practice many div problems	0
253	3	spend much time getting solution stuck somewhere	0
254	3	feel spent enough time look editorials understand algorithm code look actual solution attempted write code	0
255	3	programming practical hands skill continuously good enough solve problem theoretically code get solution accepted knowing algorithmlogic use implementing two different things takes good programming	0
256	3	programming learning phase going take lot time key practicing regularly takes time attempt div tough problems give reading editorials implementing even takes many hoursdays remember everything requires practice master	0
257	3	takes considerable amount time get good keep motivated throughout forming team practicing good choice giving key	0
258	3	many people tell solving lots problems become red topcodercodeforces one day true universally approved way competitive programming community actually half story let first explain science problem solving scientific since developed	0
259	3	problem order solve must jump gap either difficult implementation hardtosee observation difficult algorithm etc	0
260	3	problems easy eg codeforces div b gaps seem small passing feel like casual walking	0
261	3	problems hard gap huge many many gaps get stuck middle tired maybe first gap	0
262	3	using science explain lot phenomenon competitive programming world	0
263	3	guys learn fast got div topcodercodeforces like couple weeks since started programming people born high jumping ability problem solving skill jump average gaps easily	0
264	3	train better become course jump around day must somewhat better jumping gaps thus able solve difficult problems less time since nt need lots mental preparation warm excercise jumping	0
265	3	also means solve easy problems still walk small gaps may walk gaps faster still unable jump	0
266	3	yes best strategy improve competitive programming skill practice lot must solve gradually harder problems easy ones get comfort zone challenge example solve problems codeforces	0
267	3	sort number people solved	0
268	3	start page	0
269	3	solve problems feel solve like mins immediately ignore problems move page	0
270	3	continue feel challenged eg need like hour solve solve	0
271	3	try really hard fail look editorial ask solutions	0
272	3	tell story started competitive programming	0
273	3	completion year branch got upgraded mechanical engineeringafter coming mechanical branch idea talked seniors mechanical computer science iit bhu	0
274	3	never faced single problem competitive coding coming iit became familiar semester year compulsory study course c programming language semester unfortunately end semester nt get good grade course got b grade	0
275	3	main aim job btech interest higher studies btech one good senior sourabh rajendu computer science branch iit bhu adviced go competitive coding gave lot useful tips improve coding also motivated lot every stage every day followed tipsi started c language initially able solve even easy level questions suggested start hackerrank solving problem saw editorials tutorials questions writing codes questions months easy medium level questions hackerrank started feel improve field currently trying uplift level competitive programming	0
276	3	advices would like give beginners never done competitive programming	0
277	3	interest maths school days wonder competitive coding	0
278	3	okay see solutions editorials question beginner try understand logic behind nt mugg write code understanding solutions deeply	0
279	3	try solve question first prefer see solutions	0
280	3	try take help seniors experienced competitive codingeven able understand solution problem ask seniors taken help seniors like amit ranjan acm icpc qualified currently going internship microsoft	0
281	3	beginner spend good amount time practice may day able solve single question nt get demotivated okay done single question whole day	0
282	3	nt jump initially contests atfirst solve questions go contests hackerrank codeforces beginner codechef	0
283	3	best way practice competitive programming different approaches work different people however one worked friends rated codeforces	0
284	3	competing compete online contests actively well friends similar level former helps solve questions seriously latter helps someone discuss questions	0
285	3	use ratingdifficulty ladder find solve questions various topics increasing order difficulty use categories solve questions specific topic learning topic online resource	0
286	3	recommendations use sites codedrills get recommendations questions solve use cf statistics find solve questions solved friend solved	0
287	3	codeforces gym good team practice contests like acmicpc good contests like andrew stankevich contests lot offer	0
288	3	matters learning experience rather learning book common mistake see among people starting competitive programming feel need learn algorithms data structures participating contest misconception since easier questions ac codeforces div involve algorithms even harder questions de codeforces div require atmost graph theory dynamic programming general	0
289	3	thanks	0
290	3	basic knowledge data structures algorithms great actual test actually implementing using solve various real life problems available various online coding platforms first need know various coding platforms	0
291	3	programming competition programming contest online computer programming one best sites practice coding code chef holds three challenges monthly	0
292	3	long challenge day long challenge mostly comprising questions	0
293	3	short challenge hour contest mainly focused upon speed plus accuracy	0
294	3	lunch time mainly focused school kids great initiative code chef ioi style contest	0
295	3	codeforces russian website dedicated competitive programming	0
296	3	codeforces provides users following main services	0
297	3	participation short contests socalled codeforces rounds held week	0
298	3	ability solve problems previous contests training purposes	0
299	3	polygon creating testing problems	0
300	3	kind socialnetworking using internal public blogs	0
301	3	page topcodercom topcoder company administers contests competitive programming topcoder hosts fortnightly online competitive programming srms single round matches well weekly competitions design development work design development produces useful software licensed profit topcoder competitors involved creation components paid royalties based sales	0
302	3	probably oldest one amazing set problems section past contests top coder arena way problem coded little bit different conventional sites	0
303	3	others like	0
304	3	sphere online judge spoj	0
305	3	hackerearth help developers find great jobs	0
306	3	hackerrank etc etc	0
307	3	hackerearth also hosts various hiring challenges graduates well professionals point competitions keep occupied entire time upto motivation dedication much solve	0
308	3	coming part probably thinking hell start	0
309	3	nothing new would able tell would rather quote anudeep nekkanti say	0
310	3	start programming would way	0
311	3	solve solved problems spoj problem problem months	0
312	3	teach standard problems algorithms implementation skills	0
313	3	solve problems codechef codeforces months	0
314	3	teach variations read others solutions learn better ways skip easy problems	0
315	3	solve problems topcoder months	0
316	3	teach dynamic programming div	0
317	3	check past acm icpc regional problems	0
318	3	great quality problems	0
319	3	learn new algorithm would way	0
320	3	read least different sources	0
321	3	understand correctness proof runtime analysis	0
322	3	important know deal non standard hard problems	0
323	3	question every step correctness try tweak implementation	0
324	3	check implementations	0
325	3	need refer external links tutorials books research papers etc various topics like data structures algorithms need study greedy approaches divide conquer constructiveiterative algorithms graphs trees data structures tough ones like ropes segmentation trees etc eventually learn much efforts apart need build mathematical basics best utilize capabilities including series fibonacci catalan ap gp hp etc formulas probability permutation combination etc sometimes requirement subjects like physics relevant information provided question	0
326	3	purpose good programmer nt ever try copy codes even looking editorial research papers try study logic write code try study codes coders cant understand try print intermediate results understand logic behind line one thing may effect competitive programming cheating overcome take print relevant resources try solve things hand purposes use discussion forums solve problems many awesome coder top performers thirsty solving doubts p	0
327	3	far resources concerned best ones found far	0
328	3	data structures algorithms	0
329	3	maximal algo	0
330	3	must known algorithms online programming contests	0
331	3	finally putting end	0
332	3	boring articletxt true	0
333	3	cout boring	0
334	3	else	0
335	3	cout interesting p	0
336	3	competitive programming like sports subjects require hardworking important thing	0
337	3	people often think capable solving e f div genius intelligence fact know guy red cf gold medal ioi normal person average iq kind monster geek makes better everyone else solving problems answer keeps solving problems everyday years without day requires lot patient power makes success	0
338	3	emphasize important hardworking right way essence important note know dive competitive programming	0
339	3	keeps life balance become someone wakes sleeps computer monitor makes life trapped inside screen personal experience many thing gain matter lost real life remember keeps competitive programming right position small part life contradict hardworking able success competitive programming live	0
340	3	keep physical mental healthy solving problems requires good health great attention	0
341	3	solve problem limit amount time keep minutes per problem problems often simple idea designed figured little time tricky part find right way solve mostly depend instinct able improve time gaining experience	0
342	3	learn algorithms algorithm toolbox solve problem without right tool	0
343	3	develop ability classify problem problems often fall categories dynamic programming graph brute force etc knowing type problems deal makes finding solution easier	0
344	3	skip problem skip easy problem skip hard problem know solve ask never let slide way better coder	0
345	3	quality better quantity never stop challenging solving hard problems never satisfied solve problems problems familiar solve problem know	0
346	3	code submit finding solution hard work doubt coding makes competitive programming hard one bug hole solution get wa practice get ac right first submit crucial better competitive programming	0
347	3	practice debug reading code using debugger printing screen time much debugging lot faster practice	0
348	3	use time carefully time management vital competition	0
349	3	last least fun find competitive programming fun stop make suffer hyperbole joking	0
350	3	try answer question imagine next months	0
351	3	stage setting base months	0
352	3	try solving first problems sphere online judge spoj first months try problems stick first months till gain confidence	0
353	3	stage moving code chef months	0
354	3	gain confidence spoj problems move codechef practice next months	0
355	3	stage moving top coder months	0
356	3	move top coder try competing srms	0
357	3	practice daily try solving problems might take hour hours trust months good confidence problem solving	0
358	3	sport train better hope helps	0
359	4	many hours per day google programmer code	0
360	4	impossible provide onesizefitsall answer question way many variables name	0
361	4	technical lead tl spend time meetings normal engineer technical leadmanager tlm spend even time	0
362	4	projects require lot coordination across teams others engineers working projects spend less time coding time coordinating engineers	0
363	4	senior engineers expected spend time helping engineers get better providing code design reviews mentoring recruiting etc	0
364	4	engineers pager duty systems takes away coding time	0
365	4	bottom line midlevel engineer nt tl spend vast majority time actual engineering engineers work spend less hours per week meetings tlm meetings hours per day makes lot harder get real work done	0
366	4	first joined google years ago spent almost entire day coding aside occasional minute meeting nt realize good today tl job sit meeting others nt days consider lucky get hours solid coding	0
367	4	job role different job come high level design complex projects involves talking product managers tech leads groups interface something done rather lot times job right ill conceived feature never makes product saves engineer possibly lot trouble wasted effort road consider time spend meetings well worth sadly always case	0
368	4	time nt spend meetings divide answering tons emails lot times debates feature requires cross team cross functional efforts usually try squeeze least hour two coding day go home spend time daughter wife go bed sit catch code reviews inspiration strikes get another hour two coding	0
369	4	us code home projects count probably code hours day home fun average weekends mix programmers coding way life something even free time others leave work work go home families andor hobbies	0
370	4	whole ebbs flows project team lot reflected amongst tpms managers team leads lot flexibility google leader recipe teams run even meetings google matter managerteam unlike see smaller teams single locality single project programmers mtv chi dal areas world get page gvcs video conferences get everyone page also changes higher move team lead tpm technical project manager allowed code time save gvcs week team major group eg server side per week	0
371	4	google also bunch hackers mean hack something together lot everything use week forever finds traction many teams hey let dogfood hey pretty awesome even visibilityuse across teams hey write documentation let throw public queue ny make videostutorials voila let release public google io voila got mail er gmail whatever	0
372	4	want agile possible least amount meetings meetings think tanks try find smaller startup projects startup companies offer greatest amount input least amount meetings engaged big overview meeting least common multiple affect aka getting everyone page get small group eg page vs team businessstakeholders probably see buzz top cough inexperienced talent stanford etc choosing startups less meetings coding think tanks tedtalk atmosphere corporate settings	0
373	4	advice considering job google anywhere else try many questions front projects team working would nt recommend taking job nt interview direct reporting manager tpm guys dictate daytoday time spent	0
374	4	depends day usually done productive fullon coding tasks five hours rest time spent reviewing others code interviewing candidates meetings eating etc certainly coding days work laid deadline looming exception people different boss total machine gets codes nonstop guess boss	0
375	5	good computer hacks made students college	0
376	5	student batch iiit	0
377	5	even nt tracked many hacks made student start first semester	0
378	5	first semester along one friend cracked facebook accounts span days well use keyloggers use remember password technique	0
379	5	fiddled around college erp discovered vulnerability sql injection xss apparently erp used many universities including one top iits used sql injection get data students colleges never used data	0
380	5	reported bugs college fixed	0
381	5	second semester hacked college router changed settings get maximum speed	0
382	5	router hack found many private ips college one access cctv camera password yes open username admin blank password well really fun one day called one junior asked perform act obviously following cctv really cool see activities going college sitting hostel room	0
383	5	hacking spree found vulnerabilities defaced websites	0
384	5	managed hack one scholarship portals state gives scholarship inr eligible btech students admin access could addmodifydelete data admin control used track status application forms friends semester	0
385	5	made script cracked erp access many faculties including library actually lost book managed submit erp	0
386	5	due erp access access change marks attendance grades notice board well helped friends attendance obviously enjoyed treat afterwards	0
387	5	hacked faculty firewall authentications enjoyed premium internet speed	0
388	5	next state education board class hacked server access exam question papers never used drafted thesis paper	0
389	5	also hacked admin access state bus service website reported immediately lazy check fixed	0
390	5	okay quite big crush birthday wished xssing nasa subdomain yes nasa page nasagov subdomain wished	0
391	5	one iits conducted techfest developer website facebook friend mine launched website registration online events managed crack root access simple sql injection lamp stack later came know far remember cracked techfest sites regional technical colleges	0
392	5	learnt php idea making interactive crush findermatcher helps people match crush anonymously match ends would reveal profiles way lazy complete two years found idea indian website page wizterscom duh found vulnerability site fixed quickly reported hope wizters go long way	0
393	5	seventh semester one software company good package came college placement company eligible appear appeared exam exam portal well disqualified first round p two days reported found vulnerabilities exam portal appreciated findings never hired	0
394	5	one big hack update weeks	0
395	5	obvious reasons maintain anonymity	0
396	5	semester result hitting refresh button college result web page minutes result came scored quite well unlike semesters feeling quite energetic hacky day started play around web page looking website ugly design suspected must surely loophole infrastructure may hack organized structure website could see randomly thrown links website naming convention poor css rules around poor compatibility browsers	0
397	5	fired firebug plugin firefox started looking loophole website looked vulnerable sqli started started entering wrongly formatted roll numbers field asked roll number inverted commas everything started break apart investing minutes quite sure could deface whole infrastructure behind wrongly formatted roll numbers would take error page weird error exposing internal information underlying sql tables could tell names tables googled behaviour found major mssql bug college using older version microsoft sql server sqli vulnerability fixes released microsoft vulnerability mentioned maintainer result server must careless still running website old outdated version sql server tweaking wrongly formatted roll numbers started get names underlying sql tables like teachers sem goes tweaked bits started getting names teachers passwords teachers name students internal marks fire defacing whole website time wrongly formatted roll number string reached upto characters counting	0
398	5	problem cumbersome vulnerability allowing deface one bit data time change roll number string everytime get next piece data could written script ran server helped dumped usernames passwords teachers	0
399	5	like holy fk something wrong would charge years prison stopped went bed woke hours time already stopped giving shit consequences story continues	0
400	5	script could dumped data thought elegant way found apart vulnerability exposing select statement output data error message could also use vulnerability insert delete administrative operations thought creating test user sql server took hours finally nailed point created test user administrative privileges whole server data things started becoming easy point connected sql client sql server credentials would put test username password password would let see whole database tables teachers usernames passwords students marks students information home address fathers name degrees awarded students next coming convocation nt want teacher get phd degree next convocation ok remove name add could click field change cgpa sgpa would directly show result web page since college server first one result data teachers directly submit grades server changing would mean changing data printed mark sheets academics block would issue hence feeling quite powerful nt alter bit something inside stopped maybe ethics moreover since already scored good semester idea increasing grade nt attract much	0
401	5	really scared done nt want tell everybody nt want get incriminated told friend requested tell anyone single bit agreed asked proove changed cgpa momentarily showed reverted decided alter results data server since vacations decided close hack project started archived whole database safely pc month	0
402	5	college started decided report bug felt went head told case could change results without even knowing head redirected maintainer website told whole story fixed bug	0
403	5	kept secret quite long time one year afraid since stopped giving shit incriminated whatever making public first time	0
404	5	ps result semester went public last week failed wish reported bug could changed result would passed	0
405	5	hacked website clean clear fresh face	0
406	5	well really hack like access whole database servers killed website technically speaking hacked found flaw could manipulate anyone wish win year competition	0
407	5	goes one close friends first year texted morning way texted everyone else broadcast list link profile year fresh face asked vote agreed	0
408	5	since weeks focusing hacking reading hacks happened history phone hacks crash jan accounts kevin mitnick life story adrian lamo genius hackers watched citizenfour yesternight story edward snowden revealed proofs nsa spying us	0
409	5	resulted admiration hacker culture desire part	0
410	5	soon received message went site voted	0
411	5	shocked see site negligible amount security implemented kind verification required vote someone got suspicious analysed source code saw vote button simply triggered javascript function named savevote thought f named obvious figure pretty easily go code figure basically saved vote	0
412	5	started digging deeper deeper figured session saved cookie tells whether voted particular person means cookie gone session gone vote disabled cookie storage browser voila reloaded page could vote made python script automate process setup proxy server using tor seems like votes coming various parts world	0
413	5	python script automatically opens browser goes specified url votes person closes window process goes loop ends repetition loop decided variable set lac	0
414	5	lot control issue pune fresh face site states sites flaw could basically decide gets highest votes	0
415	5	think let friend win think good move anyways thanks buddy today heavily productive let win like let something else knowledge	0
416	5	edit	0
417	5	first script really slow literally loads webpage browser looks vote button etc decided modify using xmlhttprequest page sends update count hence came another python script upvotes person wo wringing bandwidth	0
418	5	also decided upload scripts git repo	0
419	5	link	0
420	5	college practicals college expected sucked always urge random stuff everyone busy understanding tcpip layer busy googling stuff	0
421	5	happened one linux practicals remember correctly teacher teaching girls samba server thing issues guy would almost always end explaining girls asked doubts would suck answer p	0
422	5	really bored stupid practical decided fun bootable version backtrack pendrive decided use b initiated simple flood ping system explaining girls systems crappy dedicated dos attack script needed system could communicate network like kind things happen slow computers hum kisi aur machine pe karte hai tried machines yielded result guys enjoying scene sitting feet away	0
423	5	done friend proxy based authentication every user college access internet anyone found using something malicious account locked get application signed principal reactivation account friend one practicals used cain abel would reveal proxy based credentials users present network yielded credentials lot people even saw girls passwords even managed get credentials data center manager nachiket kate guy found hack let us enjoy premium bandwidth time	0
424	5	one pretty legal called one professors hack old shut server supposed restarted credentials lost trust almost felt like cyber security expert called crime scene hollywood movie server windows server whose credentials lost person incharge left job couple years ago way apparently recover server simple backdoor attacks etc would work since whole os encrypted default looked impossible task found tool internet claimed decryption mechanism would perform backdoor attack could grant access user thought nothing lose let try actually worked could access admin account change password system actually worked teachers happy still nt quite understood though hell thing work p	0
425	5	one another tasks friend sagar udasi two us site project classmate kind forum management system kind friend found flaw url somewhere decided play around managed database injection bad actually could nt figure exactly happened inserted javascript code would create popup every time page loaded guy never ever understood told days later nt affect marks though expected since demoed local version laptop online version p	0
426	5	apart like daily routine lot guys hostel use proxy sites different alterations tor browser get across filtering access everything data center guy frustrated much ultimately decided start confiscating wifi adapters laptops students talk security later even restricted number connections boys hostel network could nt seem stop usage tor p	0
427	5	results website exploit students results	0
428	5	link welcome sjce results	0
429	5	know students always obsessed friends results always want know others performed exam want know grades sucked	0
430	5	includes well	0
431	5	mention college website could search particular result know usn also college website nt give gpa grades subjects left calculation gpa students many still nt know	0
432	5	end semester learnt basic shell scripting using could crawl webpages results class get list grades obtained friends could quickly calculate gpa	0
433	5	end semester found way insert obtained grades mysql database learnt mysql let wonders using data knew could go somewhere	0
434	5	finally end semester wanted entire college got know get gpa students could release ranks student crazy	0
435	5	gathered friends started coding day night took us around days finally finish website	0
436	5	result work	0
437	5	name wise search students college check result guy stalking easily	0
438	5	declare ranks students ie class wise rank department wise rank even college rank	0
439	5	subject statistics know many got f grade happy know many flunked subject along nt p	0
440	5	department statistics know department got good grades know department lecturers lenient giving grades	0
